Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Purple binder service type,canonical_Zip,canonical_Site name,canonical_Program Name,canonical_Agency,canonical_Source,canonical_Eearly Head Start Fund,canonical_Length of Day,canonical_NAEYC Program Id,canonical_Website,canonical_Program Option,canonical_Fax,canonical_Head Start Fund,canonical_Ounce of Prevention Description,canonical_NAEYC Valid Until,canonical_Director,canonical_Phone,canonical_Address,canonical_ECE Available Programs,canonical_CC fund,canonical_Email Address,canonical_Column,canonical_Center Director,canonical_Funded Enrollment,canonical_Column2,canonical_Number per Site EHS,canonical_Neighborhood,canonical_Progmod,canonical_IDHS Provider ID,canonical_Number per Site HS,canonical_Executive Director,canonical_Id
40,0.99197739362716675,57,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Malcolm X College,1900 W Van Buren St ,,8507000,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,board trustees-city colleges of chicago - malcolm x college,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,8507000,1900 w van buren st,,,,,,,,,,,,,,607
41,0.98083648511341637,58,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Guadalupe Reyes Children & Family Center,1951 W 19th St ,,9972021,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60608,el valor - guadalupe reyes children & family center,child care,,cps_early_childhood_portal_scrape.csv,lydia marcos,extended day,,yes,lower west side,,,,rosa moreno,,9972021,1951 w 19th st,vincent allocco,yes,,,www.elvalor.org,el valor,child care,,,no,,,"4141ps(child care ps center), 7026ps(hs collaboration with c",2146
41,0.98083648511341637,59,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Guadalupe Reyes Children & Family Center,1951 W 19th St ,,9972021,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60608,el valor - guadalupe reyes children & family center,child care,,cps_early_childhood_portal_scrape.csv,lydia marcos,extended day,,yes,lower west side,,,,rosa moreno,,9972021,1951 w 19th st,vincent allocco,yes,,,www.elvalor.org,el valor,child care,,,no,,,"4141ps(child care ps center), 7026ps(hs collaboration with c",2146
42,0.98030935724576318,60,CPS_Early_Childhood_Portal_scrape.csv, North Avenue Day Nursery - North Avenue Day Nursery,2001 W Pierce Ave ,,3424499,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,steven@nadnkids.org,60622,north avenue day nursery - north avenue day nursery,child care,,cps_early_childhood_portal_scrape.csv,steve koll,half day/full day,,yes,west town,,,274678,steve koll,,3424499,2001 w pierce,cp,yes,04/30/15,,www.nadnkids.org,north avenue day nursery,child care,,west town,no,,,"3270ps(hs collaboration with childcare & prek), 2742ps(child",60
58,0.98647476094109676,61,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center CTR 2020,2020 W Roosevelt Rd ,,2437300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60608,carole robertson center for learning,child care,,cps_early_childhood_portal_scrape.csv,betty lee,extended day,,no,near west side,(312) 243-1087,,,betty lee,,2437300,2020 w roosevelt rd,gail nelson,no,,,www.crcl.net,carole robertson center for learning,child care,,,yes,6391-8286-5433-002,,,61
58,0.98647476094109676,62,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center CTR 2020,2020 W Roosevelt Rd ,,2437300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60608,carole robertson center for learning,child care,,cps_early_childhood_portal_scrape.csv,betty lee,extended day,,no,near west side,(312) 243-1087,,,betty lee,,2437300,2020 w roosevelt rd,gail nelson,no,,,www.crcl.net,carole robertson center for learning,child care,,,yes,6391-8286-5433-002,,,61
44,0.97852282971143723,63,CPS_Early_Childhood_Portal_scrape.csv, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,,7910418,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60616,chinese american service league - chinese american service league,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,7910418,2141 s tan ct,,,,,,,child care,,,,,,,625
44,0.97852282971143723,64,CPS_Early_Childhood_Portal_scrape.csv, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,,7910418,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60616,chinese american service league - chinese american service league,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,7910418,2141 s tan ct,,,,,,,child care,,,,,,,625
45,0.97269620498021447,65,CPS_Early_Childhood_Portal_scrape.csv, First Church of Love And Faith - First Church of Love & Faith Annex,2141 W 79th St ,,2246800,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60620,first church of love and faith - first church of love & faith annex,child care,,cps_early_childhood_portal_scrape.csv,conniie guyton,extended day,,no,auburn gresham,,,,barbara mosley,,2246800,2141 w 79th st,archbishop lucius hall,yes,,,,first church of love and faith,,,,no,,,3258ps(hs collaboration with childcare),65
46,0.98507695727878142,66,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California,2325 S California Ave ,,5231629,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60608,el hogar del nino/cuidar - el hogar del nino/cuidar- california,early head start,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,5231629,2325 s california ave,cp,,,,,,child care,,south lawndale,,,,,66
46,0.98507695727878142,67,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California,2325 S California Ave ,,5231629,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60608,el hogar del nino/cuidar - el hogar del nino/cuidar- california,early head start,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,5231629,2325 s california ave,cp,,,,,,child care,,south lawndale,,,,,66
47,0.9833541214466095,68,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Bernard Gentry,2326 S Dearborn St ,,8428557,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,henry booth house - bernard gentry,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,8428557,2326 s dearborn st,,,,,,,,,,,,,,69
47,0.9833541214466095,69,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Bernard Gentry,2326 S Dearborn St ,,8428557,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,henry booth house - bernard gentry,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,8428557,2326 s dearborn st,,,,,,,,,,,,,,69
48,0.991977,70,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Kenyatta's Day Care,2334 E 75th ,,2213777,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,chicago state university - kenyatta's day care,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,2213777,2334 e 75th,,,,,,,,,,,,,,70
49,0.83895128965377808,71,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Hillard House / Henry Booth,2401 S Wabash Ave ,,7919710,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,henry booth house - hillard house / henry booth,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,7919710,2401 s wabash ave,,,,,,,,,,,,,,71
50,0.98966543163572041,72,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Tepeyac,2414 S Albany Ave ,,2775888,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60623,catholic charities of the archdiocese of chicago - our lady of tepeyac,child care,,cps_early_childhood_portal_scrape.csv,petra gutierrez,half day/full day,,yes,south lawndale,,,,petra gutierrez,,2775888,2414 s albany,laura rios,yes,,,www.catholiccharities.net,catholic charities of the archdiocese of chicago,,,,no,,,"2617sa(school age (sa)), 4382ps(hs collaboration with childc",1184
50,0.98966543163572041,73,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Tepeyac,2414 S Albany Ave ,,2775888,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60623,catholic charities of the archdiocese of chicago - our lady of tepeyac,child care,,cps_early_childhood_portal_scrape.csv,petra gutierrez,half day/full day,,yes,south lawndale,,,,petra gutierrez,,2775888,2414 s albany,laura rios,yes,,,www.catholiccharities.net,catholic charities of the archdiocese of chicago,,,,no,,,"2617sa(school age (sa)), 4382ps(hs collaboration with childc",1184
169,0.98565803468227386,74,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - High Ridge YMCA,2424 W Touhy Ave ,,2628300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60645,ymca of metropolitan chicago - high ridge ymca,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,linda acevedo,half day/full day,,yes,west ridge,,,,linda acevedo,,2628300,2424 w touhy,dorothy cole-gary,yes,,,www.ymcachicago.org,ymca of metropolitan chicago,,,,no,,,"2132it(child care it center), 7094ps(hs collaboration with c",74
831,,75,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Carlos Cantu,2434 S Kildare Ave ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,,76,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Carlos Cantu,2434 S Kildare Ave ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0.95923839012781775,77,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christopher House - Greenview,2507 N Greenview Ave ,,4721083,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,awashington@christopherhouse.org,60614,christopher house,child care,,cps_early_childhood_portal_scrape.csv,aimee washington,half day/full day,,no,lincoln park,,,129456,aimee washington,,4721083,2507 n greenview,lori baas,yes,04/30/14,,www.christopherhouse.org,christopher house,child care,,lincoln park,no,,,"2681it(child care it center), 3406ps(hs collaboration with c",77
52,0.83695133165879687,78,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christopher House - Logan Square,2610 N Francisco Ave ,,2354073,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,cvelez@christopherhouse.org,60647,christopher house logan sq,child care,,cps_early_childhood_portal_scrape.csv,carmen velez,half day/full day,,yes,logan square,,,289774,carmen velez,,2354073,3255 w altgeld,lori baas,yes,05/31/15,,www.christopherhouse.org,christopher house,child care,,logan square,no,,,"4321it(child care it center), 7087ps(hs collaboration with c",1196
53,0.99197739362716675,79,CPS_Early_Childhood_Portal_scrape.csv, St. Augustine College - St. Augustine - Nayarit,2610 W 25th Pl ,,8783641,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,st. augustine college - st. augustine - nayarit,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,8783641,2610 w 25th pl,,,,,,,,,,,,,,1257
53,0.99197739362716675,80,CPS_Early_Childhood_Portal_scrape.csv, St. Augustine College - St. Augustine - Nayarit,2610 W 25th Pl ,,8783641,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,st. augustine college - st. augustine - nayarit,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,8783641,2610 w 25th pl,,,,,,,,,,,,,,1257
54,0.99061586640097876,81,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - Rauner,2700 S Western Ave ,,8473115,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60608,ymca of metropolitan chicago - rauner,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,sonya sifuentes,half day/full day,,yes,lower west side,,,,sonya sifuentes,,8473115,2700 s western ave,dorothy cole-gary,yes,,,www.ymcachicago.org,ymca of metropolitan chicago,,,,yes,,,"4167it(child care it center), 4170ps(hs collaboration with c",82
54,0.99061586640097876,82,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - Rauner,2700 S Western Ave ,,8473115,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60608,ymca of metropolitan chicago - rauner,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,sonya sifuentes,half day/full day,,yes,lower west side,,,,sonya sifuentes,,8473115,2700 s western ave,dorothy cole-gary,yes,,,www.ymcachicago.org,ymca of metropolitan chicago,,,,yes,,,"4167it(child care it center), 4170ps(hs collaboration with c",82
833,,83,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - YMCA - Bowen High School,2710 E 89th St ,,9330166,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,,84,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - The Keeper's Inst.,2718 W 59th St ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0.98622645934422815,85,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Centro Infantil(Puerto Rican Comm),2739 W Division St ,,3428866,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60622,el valor - centro infantil(puerto rican comm),child care,,cps_early_childhood_portal_scrape.csv,xochiti ramirez,extended day,,no,west town,,,,xochiti ramirez,,3428866,2739 w division st,vincent allocco,yes,,,www.elvalor.org,el valor,,,,no,,,,85
63,0.7774048129717509,86,CPS_Early_Childhood_Portal_scrape.csv, Mary Crane League - Mary Crane - West,2820 N Leavitt St ,,3485528,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60618,mary crane,child care,,cps_early_childhood_portal_scrape.csv,jennifer jones,half day/full day,,no,north center,,,,,,3485528,2905 n leavitt,cp,yes,,,,mary crane league,child care,,north center,yes,,,"4145it(child care it center), 4236ps(hs collaboration with c",86
56,0.949047,87,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Family Service Center / Henry Booth,2850 S Michigan Ave ,,9492151,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60616,henry booth house - family service center / henry booth,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,9492151,2850 s michigan ave,,,,,,,child care,,,,,,,87
57,0.9535885751247406,88,CPS_Early_Childhood_Portal_scrape.csv, Mary Crane League - Mary Crane - North,2905 N Leavitt St ,,9753322,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60618,mary crane league - mary crane - north,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,9753322,2905 n leavitt st,,,,,,,child care,,,,,,,88
780,0.95806649327278137,89,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Near South / Henry Booth,2929 S Wabash Ave ,,7910424,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60616,henry booth house - near south / henry booth,community partnerships,,cps_early_childhood_portal_scrape.csv,ms. newsome,"8-11 hours, varies by facility",,no,douglas,,,,ms. newsome,,7910424,2929 s wabash,scott perkins,yes,,,www.henryboothhouse.org,henry booth house,child care,,douglas,no,,,7013ps(hs collaboration with childcare),3167
60,0.83157318571339478,90,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center 2929,2929 W 19th St ,,5211600,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,walkerr@crcl.net,60623,carole robertson center for learning,head start,,chapin_dfss_providers_2011_070212.csv,jolene martin,extended day,,no,ashburn,,,486936,ruby walker,,5211600,2929 w 19th st,cp,yes,09/01/15,,www.crcl.net,carole robertson center for learning,child care,,south lawndale,no,,,"5615ps(hs collaboration with childcare homes), 5615ip(ehs co",1413
60,0.83157318571339478,91,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center 2929,2929 W 19th St ,,5211600,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,walkerr@crcl.net,60623,carole robertson center for learning,head start,,chapin_dfss_providers_2011_070212.csv,jolene martin,extended day,,no,ashburn,,,486936,ruby walker,,5211600,2929 w 19th st,cp,yes,09/01/15,,www.crcl.net,carole robertson center for learning,child care,,south lawndale,no,,,"5615ps(hs collaboration with childcare homes), 5615ip(ehs co",1413
61,0.99197739362716675,92,CPS_Early_Childhood_Portal_scrape.csv, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,boys and girls clubs of chicago - r.e. woods,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,8475172,2950 w 25th st,,,,,,,,,,,,,,677
61,0.99197739362716675,93,CPS_Early_Childhood_Portal_scrape.csv, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,boys and girls clubs of chicago - r.e. woods,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,8475172,2950 w 25th st,,,,,,,,,,,,,,677
63,0.82598610719045007,94,CPS_Early_Childhood_Portal_scrape.csv, Mary Crane League - Mary Crane - East,2974 N Clybourn Ave ,,3485528,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60618,mary crane,child care,,cps_early_childhood_portal_scrape.csv,jennifer jones,half day/full day,,no,north center,,,,,,3485528,2905 n leavitt,cp,yes,,,,mary crane league,child care,,north center,yes,,,"4145it(child care it center), 4236ps(hs collaboration with c",86
64,0.71152071158091235,95,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Young Scholars Dev. Ins,3038 W 59th St ,,9181944,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,youngscholars@sbcglobal.net,60629,el valor young scholars dev. ins.,community partnerships,,cps_early_childhood_portal_scrape.csv,elizabeth campbell,"8-11 hours, varies by facility",,no,gage park,,,546228,elizabeth campbell,,9181944,3038 w 59th st,vincent allocco,yes,01/31/14,,www.elvalor.org,el valor,,,gage park,no,,,,2861
65,0.72859212011098862,96,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - South Chicago YMCA,3039 E 91st St ,,7219100,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60617,ymca of metropolitan chicago - south chicago ymca,child care,,cps_early_childhood_portal_scrape.csv,sherry ceroomes,half day/full day,,yes,south chicago,,,,sherry ceroomes,,7219100,3039 e 91st st,dorothy cole-gary,yes,,,www.ymcachicago.org,ymca of metropolitan chicago,child care,,south chicago,no,,,"2694it(child care it center), 7095ps(hs collaboration with c",3296
66,0.84352578719456994,97,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Rey Gonzalez Children & Family Center,3050 E 92nd St ,,7219311,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,60617,el valor rey gonzalez children and family center,community partnerships,,cps_early_childhood_portal_scrape.csv,monica williams,"8-11 hours, varies by facility",,yes,south chicago,,,,carmen flores,,7219311,3050 e 92nd st,vincent allocco,yes,,,www.elvalor.org,el valor,child care,,,no,,,"2170it(child care it center), 2170ps(child care ps center),",2157
67,0.79810225963592529,98,CPS_Early_Childhood_Portal_scrape.csv, Bethel New Life - Lake and Pulaski,316 N Pulaski Rd ,,2653830,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,bethel new life - lake and pulaski,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,2653830,316 n pulaski rd,,,,,,,,,,,,,,98
68,0.99197739362716675,99,CPS_Early_Childhood_Portal_scrape.csv, ChildServ - FSS of Lawndale,3210 W Arthington St ,,8677370,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,childserv - fss of lawndale,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,8677370,3210 w arthington st,,,,,,,,,,,,,,99
68,0.99197739362716675,100,CPS_Early_Childhood_Portal_scrape.csv, ChildServ - FSS of Lawndale,3210 W Arthington St ,,8677370,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,childserv - fss of lawndale,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,8677370,3210 w arthington st,,,,,,,,,,,,,,99
69,0.9850628631455558,101,CPS_Early_Childhood_Portal_scrape.csv, Metropolitan Family Services - Midway Children's Center (Chicago Lawn),3215 W 63rd St ,,8842350,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,valdivig@metrofamily.org,60629,metropolitan family services,child care,,cps_early_childhood_portal_scrape.csv,guadalupe valdine,half day/full day,,yes,chicago lawn,,,722978,guadalupe valdine,,8842350,3215 w 63rd st,laurie sedio,yes,08/01/16,,www.metrofamily.org,metropolitan family services,child care,,,no,,,"4331it(child care it center), 3783ps(hs collaboration with c",1267
